"main.id","hpq_phiheal_ofw_mem.id","phiheal_ofw_mem_refno"
"199038","0","1"
"199038","1","2"
"199038","2","3"
"199038","3","4"
"203407","0","2"
"203411","0","1"
"203549","0","1"
"203549","1","2"
"203549","2","3"
"206294","0","2"
"206294","1","3"
"206294","2","5"
"206295","0","2"
"206295","1","3"
"206295","2","1"
"206297","0","1"
"206297","1","2"
"206297","2","3"
"206299","0","2"
"206303","0","1"
"206303","1","2"
"206786","0","1"
"207318","0","1"
"207318","1","3"
"207318","2","4"
"207478","0","8"
"213219","0","1"
"213219","1","2"
"213219","2","4"
"213219","3","3"
"213219","4","5"
"213219","5","6"
"213245","0","1"
"213245","1","2"
"213245","2","3"
"213245","3","4"
"213245","4","5"
"217190","0","1"
"219446","0","2"
"219446","1","3"
"219717","0","3"
"219717","1","1"
"219719","0","1"
"219756","0","1"
"219756","1","2"
"219756","2","4"
"219766","0","2"
"219766","1","3"
"219766","2","4"
"219766","3","5"
"219766","4","1"
"222271","0","1"
"222273","0","1"
"222274","0","1"
"222274","1","2"
"222274","2","3"
"222274","3","4"
"226878","0","4"
"226896","0","4"
"226903","0","1"
"228805","0","1"
"228805","1","2"
"228805","2","3"
"228805","3","4"
"228848","0","1"
"228848","1","2"
"228848","2","3"
"228848","3","4"
"229083","0","3"
"229211","0","3"
"229211","1","5"
"229211","2","11"
"229260","0","2"
"231396","0","2"
"231753","0","3"
"231754","0","1"
"231763","0","1"
"231770","0","3"
"231771","0","2"
"231811","0","3"
"231857","0","1"
"231857","1","2"
"231857","2","3"
"231857","3","4"
"232519","0","3"
"233433","0","1"
"233433","1","2"
"233433","2","3"
"233433","3","4"
"233433","4","5"
"233433","5","6"
"233433","6","7"
"233433","7","8"
"233433","8","9"
"235139","0","2"
"235742","0","1"
"235750","0","1"
"236152","0","1"
"236152","1","2"
"236152","2","3"
"236152","3","4"
"236152","4","5"
"242490","0","1"
"242513","0","1"
"245077","0","4"
"245140","0","3"
"245140","1","4"
"245140","2","5"
"245377","0","1"
"245377","1","2"
"245377","2","3"
"247233","0","1"
"247247","0","1"
"247247","1","2"
"247247","2","3"
"247247","3","4"
"247247","4","5"
"247247","5","6"
"247247","6","7"
"247927","0","1"
"247927","1","2"
"248613","0","1"
"248634","0","1"
"248634","1","2"
"248634","2","3"
"248634","3","4"
"248634","4","5"
"261165","0","1"
"261165","1","2"
"261165","2","3"
"261165","3","7"
"261229","0","3"
"261229","1","4"
"261229","2","5"
"261229","3","6"
"261238","0","4"
"261238","1","5"
"261238","2","6"
"261238","3","7"
"261238","4","8"
"261290","0","2"
"261290","1","1"
"261330","0","7"
"266344","0","1"
"266344","1","2"
"270063","0","1"
"272034","0","1"
"272034","1","2"
"272034","2","3"
"272034","3","4"
"272034","4","5"
"272034","5","6"
"272034","6","7"
"274720","0","5"
"285765","0","1"
"292090","0","1"
"299271","0","1"
"299271","1","2"
"299271","2","3"
"299271","3","4"
"299272","0","1"
"308024","0","1"
"308024","1","2"
"308024","2","3"
"308024","3","4"
"308024","4","5"
"309796","0","3"
"309797","0","1"
"309798","0","5"
"309824","0","1"
"309824","1","2"
"309824","2","3"
"309824","3","4"
"309824","4","5"
"309844","0","1"
"309849","0","1"
"309849","1","2"
"309849","2","3"
"309849","3","4"
"309861","0","1"
"309861","1","2"
"309861","2","3"
"309862","0","3"
"309862","1","4"
"309862","2","5"
"309862","3","9"
"309863","0","1"
"309863","1","2"
"309863","2","3"
"309863","3","4"
"309871","0","1"
"309871","1","3"
"309878","0","1"
"309878","1","2"
"309878","2","3"
"309878","3","4"
"309893","0","2"
"309896","0","1"
"309896","1","3"
"309896","2","2"
"309896","3","4"
"309919","0","1"
"309919","1","2"
"309919","2","3"
"309919","3","5"
"309919","4","4"
"309950","0","1"
"309950","1","2"
"309950","2","3"
"309950","3","4"
"309988","0","1"
"309997","0","1"
"310003","0","3"
"310005","0","2"
"310005","1","4"
"310113","0","3"
"310345","0","1"
"310345","1","2"
"310345","2","3"
"310345","3","4"
"310345","4","5"
"310345","5","6"
"310346","0","1"
"310460","0","1"
"310563","0","1"
"310563","1","2"
"310563","2","3"
"310563","3","4"
"310563","4","5"
"310567","0","1"
"310567","1","2"
"310567","2","3"
"310630","0","1"
"310630","1","2"
"310633","0","1"
"310633","1","2"
"310633","2","3"
"310633","3","4"
"314593","0","3"
"317042","0","1"
"317042","1","2"
"317076","0","10"
"317100","0","1"
"317100","1","2"
"317100","2","3"
"317100","3","4"
"328672","0","1"
"328681","0","1"
"328682","0","1"
"328720","0","1"
"328720","1","2"
"328720","2","3"
"329900","0","1"
"329911","0","2"
"340829","0","1"
"340829","1","2"
"340829","2","3"
"340829","3","4"
"340996","0","1"
"351866","0","1"
"351866","1","2"
"351866","2","3"
"351866","3","4"
"352389","0","1"
"352389","1","2"
"352389","2","3"
"353176","0","2"
"171440","0","4"
"176598","0","2"
"176600","0","2"
"176600","1","3"
"176608","0","1"
"179657","0","3"
"179657","1","4"
"179657","2","13"
"226366","0","1"
"272164","0","3"
"272241","0","2"
"287634","0","3"
"308247","0","6"
"308291","0","3"
"310373","0","1"
"311847","0","1"
"316154","0","1"
"316154","1","3"
"316163","0","1"
"152721","0","1"
"152721","1","3"
"359510","0","1"
"359513","0","1"
"409967","0","1"
"409967","1","2"
"409967","2","3"
"409967","3","4"
"409967","4","5"
"473848","0","2"
"473850","0","4"
"473855","0","1"
"510774","0","2"
"521941","0","1"
"524384","0","1"
"540829","0","6"
"540829","1","25"
"325295","0","2"
"556981","0","1"
"573134","0","1"
"573134","1","2"
"573134","2","3"
"612799","0","5"
"614618","0","3"
"819409","0","1"
"819411","0","1"
"822766","0","16"
"822767","0","4"
"822774","0","1"
"822781","0","1"
"822784","0","1"
"504149","0","1"
"504149","1","4"
"504149","2","5"
"504149","3","6"
"1136896","0","1"
"458674","0","1"
"308245","0","3"
"405679","0","1"
"405679","1","2"
"405679","2","3"
"405679","3","4"
"473844","0","1"
"612181","0","1"
"136487","0","3"
"137306","0","1"
"137306","1","2"
"139602","0","1"
"139602","1","2"
"139602","2","3"
"139602","3","4"
"139602","4","5"
"142687","0","4"
"144290","0","1"
"145733","0","6"
"145733","1","5"
"145733","2","4"
"151544","0","4"
"151544","1","5"
"151544","2","6"
"151548","0","1"
"151548","1","3"
"151548","2","4"
"151548","3","9"
"152747","0","2"
"152843","0","2"
"153716","0","2"
"158253","0","2"
"164028","0","1"
"164028","1","2"
"164028","2","3"
"164028","3","4"
"164028","4","5"
"164028","5","6"
"164045","0","1"
"164045","1","2"
"164045","2","3"
"164045","3","4"
"165959","0","2"
"166006","0","1"
"166006","1","2"
"166006","2","3"
"166155","0","4"
"169783","0","7"
"169783","1","3"
"178940","0","1"
"183612","0","2"
"189454","0","5"
"202434","0","3"
"202438","0","2"
"202438","1","1"
"202438","2","3"
"202438","3","4"
"202438","4","5"
"202438","5","6"
"210595","0","1"
"210595","1","2"
"210595","2","3"
"210991","0","2"
"210991","1","1"
"210991","2","3"
"210991","3","4"
"210991","4","17"
"210991","5","18"
"211019","0","1"
"211019","1","2"
"213545","0","3"
"213545","1","4"
"213545","2","5"
"213545","3","6"
"213563","0","1"
"213563","1","2"
"213563","2","3"
"213563","3","4"
"213563","4","5"
"213589","0","3"
"213589","1","4"
"213589","2","5"
"213589","3","6"
"213589","4","7"
"228119","0","2"
"228119","1","3"
"232742","0","2"
"232759","0","2"
"240756","0","4"
"247308","0","3"
"247310","0","3"
"247310","1","1"
"247310","2","2"
"247310","3","4"
"247341","0","1"
"247341","1","2"
"247341","2","3"
"247341","3","4"
"247341","4","5"
"249522","0","4"
"253622","0","3"
"253622","1","4"
"253622","2","5"
"255671","0","1"
"255671","1","2"
"262310","0","1"
"262310","1","2"
"262310","2","3"
"262310","3","4"
"262310","4","5"
"262310","5","6"
"262316","0","1"
"262323","0","3"
"262323","1","1"
"262323","2","2"
"268087","0","5"
"276938","0","2"
"276957","0","1"
"276957","1","2"
"281791","0","1"
"281791","1","2"
"281791","2","5"
"281791","3","4"
"281791","4","6"
"281791","5","7"
"281799","0","3"
"281806","0","2"
"281809","0","1"
"281809","1","2"
"281809","2","3"
"281809","3","4"
"281809","4","5"
"281857","0","3"
"281857","1","1"
"281857","2","2"
"281874","0","1"
"281874","1","2"
"281874","2","3"
"281899","0","15"
"284511","0","1"
"284511","1","2"
"284511","2","3"
"284511","3","4"
"284511","4","5"
"284511","5","6"
"284511","6","7"
"284511","7","8"
"285563","0","3"
"285563","1","4"
"285568","0","1"
"285568","1","2"
"285568","2","3"
"285568","3","4"
"285570","0","3"
"285570","1","2"
"285570","2","4"
"285570","3","5"
"285574","0","2"
"285574","1","3"
"285574","2","4"
"285574","3","5"
"286475","0","1"
"286475","1","2"
"286485","0","3"
"286485","1","4"
"286508","0","2"
"286511","0","2"
"286515","0","1"
"286617","0","6"
"286617","1","5"
"293948","0","2"
"293950","0","1"
"294791","0","2"
"294791","1","1"
"294791","2","3"
"294791","3","4"
"294791","4","5"
"294958","0","7"
"378002","0","2"
"378002","1","3"
"378002","2","4"
"378002","3","5"
"378244","0","1"
"378244","1","2"
"378244","2","3"
"378244","3","4"
"378244","4","5"
"393497","0","1"
"393497","1","2"
"393497","2","3"
"393497","3","4"
"393671","0","2"
"402840","0","7"
"431294","0","1"
"431294","1","2"
"431294","2","3"
"431294","3","4"
"431357","0","1"
"431357","1","3"
"431357","2","13"
"431357","3","14"
"431447","0","1"
"431447","1","2"
"431447","2","3"
"431827","0","2"
"431827","1","3"
"431884","0","5"
"431884","1","6"
"431998","0","3"
"431998","1","4"
"431998","2","5"
"542873","0","1412905845730"
"542873","1","1412905845728"
"542873","2","1412905845729"
"561158","0","1"
"561158","1","2"
"561158","2","3"
"561158","3","4"
"561158","4","5"
"561410","0","1"
"561419","0","2"
"561419","1","1"
"561419","2","3"
"561419","3","4"
"561419","4","5"
"562917","0","1415604089437"
"562917","1","1415604089438"
"562918","0","1415604089437"
"562945","0","1"
"562945","1","2"
"562945","2","3"
"562945","3","4"
"562945","4","5"
"562963","0","2"
"562963","1","1"
"562963","2","3"
"562963","3","4"
"562966","0","1"
"562966","1","2"
"562966","2","3"
"562966","3","4"
"562969","0","6"
"562976","0","1"
"562976","1","2"
"562976","2","3"
"810649","0","2"
"811175","0","1"
"811175","1","2"
"811175","2","3"
"811175","3","4"
"1013009","0","1"
"1023383","0","1"
"1023383","1","2"
"1023383","2","3"
"1023383","3","4"
"151819","0","2"
"428423","0","2"
"1599299","0","2"
"234035","0","2"
"235712","0","1"
"166166","0","1"
"166166","1","2"
"166166","2","3"
"233266","0","1"
"233291","0","2"
"165891","0","1"
"165904","0","2"
"165910","0","5"
"165910","1","6"
"165910","2","7"
"165933","0","1"
"165947","0","1"
"165950","0","1"
"165953","0","1"
"342841","0","3"
"342841","1","4"
"342841","2","6"
"342841","3","7"
"342841","4","8"
"342841","5","1"
"342841","6","2"
"202898","0","1"
"202898","1","2"
"202898","2","3"
"202898","3","4"
"202898","4","5"
"202916","0","1"
"202916","1","2"
"202916","2","3"
"202925","0","1"
"202925","1","2"
"202925","2","3"
"219406","0","2"
"217372","0","3"
"217372","1","10"
"217372","2","11"
"217341","0","1"
"217341","1","2"
"217341","2","3"
"217341","3","4"
"252069","0","1"
"252069","1","4"
"252069","2","5"
"252074","0","1"
"252075","0","8"
"252075","1","7"
"252079","0","1"
"252079","1","2"
"252079","2","3"
"252080","0","1"
"252080","1","3"
"252080","2","4"
"252083","0","2"
"252083","1","1"
"252083","2","3"
"252083","3","4"
"252085","0","1"
"252085","1","2"
"252085","2","3"
"252085","3","4"
"252085","4","5"
"252085","5","6"
"252092","0","1"
"252092","1","2"
"252099","0","1"
"252099","1","2"
"252099","2","3"
"252109","0","1"
"252109","1","2"
"252109","2","3"
"252124","0","1"
"252124","1","2"
"252124","2","3"
"252124","3","4"
"240598","0","1"
"240598","1","2"
"240598","2","3"
"240598","3","4"
"240601","0","1"
"240601","1","2"
"240601","2","4"
"240601","3","5"
"240618","0","1"
"240618","1","2"
"240618","2","3"
"240618","3","4"
"240620","0","1"
"240620","1","3"
"240620","2","4"
"240620","3","2"
"240634","0","4"
"240634","1","3"
"240634","2","5"
"240634","3","6"
"240634","4","7"
"240634","5","8"
"240640","0","3"
"240640","1","4"
"240640","2","5"
"240640","3","6"
"240645","0","2"
"240645","1","1"
"240645","2","3"
"240645","3","4"
"240645","4","5"
"240645","5","6"
"240646","0","1"
"240646","1","2"
"240646","2","3"
"240646","3","4"
"240646","4","5"
"240650","0","1"
"240650","1","2"
"240650","2","3"
"240650","3","4"
"240653","0","2"
"240653","1","3"
"240653","2","1"
"240653","3","4"
"240653","4","5"
"240660","0","1"
"240660","1","2"
"240660","2","5"
"349552","0","1"
"349552","1","2"
"349552","2","3"
"349552","3","4"
"349552","4","5"
"137282","0","2"
"137284","0","1"
"137284","1","2"
"137285","0","1"
"137285","1","2"
"293940","0","2"
"293943","0","1"
"183354","0","8"
"183354","1","3"
"183361","0","2"
"183361","1","3"
"183361","2","4"
"183361","3","5"
"183361","4","6"
"229719","0","3"
"229719","1","4"
"154298","0","1"
"217288","0","27"
"217291","0","2"
"217291","1","3"
"217291","2","4"
"217298","0","1"
"217304","0","1"
"221556","0","1"
"229019","0","3"
"230663","0","1"
"230663","1","3"
"230664","0","1"
"230664","1","2"
"230664","2","3"
"242136","0","2"
"242136","1","3"
"242136","2","4"
"242136","3","5"
"242136","4","6"
"194397","0","3"
"194400","0","3"
"194406","0","6"
"197994","0","2"
"197997","0","1"
"198005","0","1"
"198011","0","4"
"193067","0","2"
"198068","0","41"
"198078","0","1"
"198110","0","1"
"198110","1","2"
"198110","2","3"
"198110","3","4"
"198122","0","3"
"198134","0","1"
"198134","1","2"
"198134","2","3"
"203443","0","3"
"203443","1","4"
"203460","0","1"
"203460","1","2"
"203460","2","3"
"203460","3","4"
"206948","0","1"
"206948","1","2"
"206948","2","3"
"206948","3","4"
"210163","0","2"
"214774","0","2"
"219343","0","1"
"219344","0","2"
"219347","0","1"
"217841","0","2"
"217841","1","1"
"217841","2","3"
"217841","3","4"
"217841","4","5"
"219988","0","4"
"219992","0","2"
"220765","0","4"
"220943","0","2"
"238539","0","1"
"238539","1","2"
"238539","2","3"
"241517","0","5"
"241518","0","1"
"241518","1","2"
"241518","2","4"
"241542","0","1"
"241542","1","2"
"241542","2","3"
"241542","3","4"
"241561","0","4"
"242220","0","1"
"242220","1","2"
"242242","0","1"
"242242","1","2"
"243747","0","2"
"243747","1","1"
"243747","2","3"
"243755","0","1"
"243755","1","2"
"243755","2","3"
"243760","0","2"
"244870","0","5"
"244875","0","1"
"244875","1","2"
"244875","2","3"
"244875","3","4"
"244875","4","5"
"244876","0","2"
"244876","1","3"
"244876","2","4"
"244876","3","5"
"249103","0","2"
"249105","0","3"
"249105","1","5"
"249105","2","6"
"249105","3","4"
"249118","0","1"
"249118","1","3"
"249118","2","4"
"249121","0","1"
"249121","1","2"
"249121","2","3"
"249121","3","4"
"249121","4","5"
"249121","5","6"
"249152","0","4"
"249152","1","5"
"249172","0","4"
"249172","1","5"
"249174","0","3"
"249185","0","1"
"251142","0","1"
"251148","0","1"
"251148","1","2"
"251148","2","3"
"251148","3","4"
"251148","4","5"
"251169","0","1"
"251169","1","2"
"251169","2","3"
"251169","3","4"
"251169","4","5"
"251169","5","6"
"252873","0","1"
"252950","0","4"
"252950","1","5"
"252950","2","8"
"252950","3","9"
"252961","0","1"
"252963","0","1"
"252963","1","2"
"252963","2","3"
"252963","3","4"
"252963","4","5"
"253640","0","1"
"253646","0","1"
"256722","0","1"
"260099","0","2"
"260103","0","3"
"260209","0","1"
"263661","0","2"
"263661","1","3"
"263661","2","4"
"263661","3","5"
"263705","0","3"
"263705","1","4"
"263705","2","5"
"263705","3","6"
"263718","0","1"
"263718","1","2"
"263718","2","5"
"263718","3","4"
"263826","0","1"
"263826","1","2"
"270783","0","1"
"270783","1","2"
"270858","0","1"
"270858","1","2"
"273910","0","4"
"273912","0","3"
"273913","0","3"
"273913","1","2"
"273913","2","1"
"273916","0","4"
"273916","1","5"
"274836","0","1"
"274896","0","1"
"274896","1","2"
"274896","2","3"
"274902","0","1"
"275510","0","1"
"275513","0","2"
"275629","0","1"
"275643","0","1"
"275643","1","3"
"275643","2","2"
"275643","3","4"
"275678","0","1"
"275678","1","2"
"275678","2","3"
"275678","3","4"
"275678","4","5"
"275678","5","39"
"275705","0","1"
"275705","1","2"
"275705","2","4"
"275705","3","3"
"275705","4","5"
"277446","0","12"
"277573","0","1"
"277573","1","2"
"277573","2","3"
"277598","0","1"
"277598","1","2"
"282147","0","1"
"282479","0","3"
"282483","0","1"
"282483","1","2"
"282483","2","3"
"282508","0","1"
"282508","1","2"
"282508","2","3"
"282508","3","4"
"282838","0","1"
"282909","0","1"
"292276","0","2"
"292276","1","3"
"292276","2","4"
"292276","3","5"
"292276","4","6"
"292276","5","7"
"293384","0","5"
"298352","0","1"
"298352","1","2"
"298352","2","3"
"299944","0","1"
"299944","1","2"
"299944","2","3"
"299944","3","4"
"299944","4","5"
"299944","5","6"
"303247","0","2"
"303262","0","1"
"303265","0","1"
"303271","0","1"
"305540","0","2"
"305540","1","3"
"310774","0","7"
"310774","1","8"
"310960","0","1"
"310960","1","2"
"310960","2","3"
"310960","3","4"
"310960","4","5"
"310960","5","6"
"310960","6","7"
"312013","0","3"
"312013","1","4"
"312065","0","1"
"312065","1","2"
"312065","2","3"
"312065","3","4"
"312065","4","5"
"315985","0","1"
"323630","0","2"
"323753","0","1"
"323753","1","2"
"323753","2","3"
"323753","3","4"
"328486","0","1"
"328486","1","2"
"328486","2","3"
"328486","3","4"
"328486","4","5"
"328486","5","6"
"328486","6","7"
"329921","0","1"
"329921","1","2"
"331629","0","3"
"332536","0","27"
"339083","0","2"
"339109","0","4"
"339109","1","5"
"267763","0","4"
"267763","1","5"
"274819","0","2"
"345300","0","3"
"362036","0","1"
"362036","1","2"
"362036","2","3"
"362036","3","4"
"362036","4","5"
"370413","0","1"
"370413","1","2"
"370413","2","3"
"370413","3","4"
"370413","4","5"
"370413","5","6"
"372600","0","1"
"372600","1","2"
"372600","2","3"
"372600","3","4"
"372605","0","1"
"372605","1","2"
"372605","2","3"
"372605","3","4"
"373812","0","1"
"373812","1","2"
"373812","2","3"
"373812","3","4"
"373812","4","5"
"373824","0","1"
"373824","1","2"
"373824","2","3"
"373824","3","4"
"373824","4","5"
"374260","0","1"
"374260","1","2"
"374260","2","3"
"374260","3","4"
"374467","0","1"
"374467","1","2"
"374467","2","3"
"374467","3","4"
"374467","4","5"
"374491","0","1"
"374491","1","2"
"374491","2","3"
"374491","3","4"
"374510","0","1"
"374510","1","2"
"374517","0","1"
"374517","1","2"
"374517","2","3"
"374517","3","4"
"377929","0","1"
"379049","0","3"
"379381","0","3"
"379381","1","4"
"379385","0","3"
"392505","0","1"
"392505","1","2"
"392505","2","3"
"392505","3","13"
"402237","0","1"
"408436","0","1"
"408436","1","2"
"408460","0","3"
"408460","1","2"
"408460","2","5"
"408460","3","6"
"408460","4","7"
"462133","0","1"
"462133","1","2"
"462133","2","3"
"462133","3","4"
"487851","0","3"
"487851","1","4"
"487851","2","5"
"504464","0","1"
"504464","1","2"
"504464","2","3"
"504464","3","4"
"504598","0","1"
"504598","1","2"
"536580","0","1"
"536593","0","4"
"536969","0","1"
"544703","0","3"
"544703","1","4"
"544703","2","5"
"556703","0","1"
"613954","0","1"
"613954","1","3"
"613954","2","4"
"613954","3","5"
"613954","4","6"
"613954","5","7"
"613954","6","8"
"261794","0","1"
"261794","1","2"
"261794","2","3"
"261794","3","4"
"560840","0","6"
"560840","1","9"
"560842","0","4"
"270825","0","1"
"270825","1","2"
"1229349","0","1"
"1229349","1","2"
"1229349","2","3"
"1229349","3","4"
"1229887","0","1"
"1229887","1","3"
"1229893","0","3"
"1229893","1","3"
"1230135","0","3"
"1230135","1","4"
"1230135","2","5"
"1230135","3","6"
"1230136","0","1"
"1230136","1","2"
"1230136","2","3"
"1230139","0","4"
"1230139","1","6"
"1230139","2","7"
"1234051","0","2"
"1234545","0","1"
"1234548","0","5"
"1234548","1","6"
"401311","0","5"
"401311","1","6"
"401311","2","7"
"1273943","0","1"
"1273943","1","2"
"1273947","0","1"
"1273947","1","2"
"1273947","2","3"
"1273975","0","4"
"1279120","0","1"
"1279120","1","2"
"1279120","2","3"
"1279120","3","4"
"1397984","0","1"
"1397984","1","2"
"1425682","0","4"
"1425694","0","3"
"256417","0","2"
"256417","1","3"
"256417","2","4"
"298336","0","2"
"298336","1","9"
"298336","2","10"
"282651","0","3"
"536556","0","1"
"198018","0","2"
"228903","0","2"
"228913","0","2"
"255756","0","6"
"266977","0","1"
"266977","1","2"
"266977","2","3"
"266977","3","4"
"266977","4","5"
"269373","0","3"
"269380","0","2"
"269395","0","2"
"269395","1","7"
"269403","0","1"
"269403","1","2"
"282124","0","2"
"289607","0","1"
"289607","1","3"
"289607","2","1412747237068"
"289607","3","1412747237069"
"289607","4","1412747237070"
"298010","0","3"
"330652","0","22"
"330652","1","1"
"330652","2","2"
"330652","3","3"
"344298","0","1"
"344298","1","3"
"344298","2","4"
"344490","0","3"
"344501","0","5"
"344514","0","2"
"371877","0","1410164997858"
"371890","0","2"
"371892","0","2"
"373380","0","2"
"373380","1","3"
"374747","0","2"
"374791","0","1"
"374794","0","2"
"381944","0","2"
"381944","1","3"
"381944","2","4"
"381944","3","5"
"449148","0","7"
"449201","0","1"
"449214","0","1"
"449233","0","3"
"449269","0","1"
"449269","1","2"
"449269","2","3"
"449269","3","4"
"449288","0","4"
"466427","0","1"
"466445","0","1"
"470253","0","2"
"494321","0","3"
"587478","0","1"
"600097","0","3"
"600419","0","1"
"834760","0","1"
"834935","0","1"
"834982","0","1"
"835039","0","2"
"835139","0","1"
"835214","0","1"
"835216","0","1"
"835410","0","2"
"835419","0","1"
"835499","0","1"
"838046","0","1"
"1010261","0","1"
"1010392","0","1"
"1010497","0","2"
"1010497","1","5"
"1011325","0","1"
"1011325","1","2"
"1011325","2","3"
"1011325","3","4"
"1011325","4","5"
"1011325","5","6"
"1011462","0","1"
"1011462","1","2"
"1011479","0","1"
"1011479","1","2"
"1011479","2","3"
"1011479","3","4"
"1011503","0","1"
"1011503","1","2"
"1011503","2","3"
"1011503","3","4"
"1011969","0","1"
"1011969","1","2"
"1012577","0","1"
"1012577","1","2"
"1012577","2","3"
"1012577","3","4"
"1012577","4","5"
"1012577","5","6"
"1020021","0","2"
"1025625","0","1"
"1025636","0","2"
"1025674","0","1"
"1025674","1","3"
"1097330","0","1"
"1097615","0","2"
"1097674","0","2"
"1097984","0","2"
"1098071","0","4"
"1098121","0","1"
"1098121","1","2"
"1263149","0","1"
"1342121","0","1"
"1342289","0","1"
"1342669","0","2"
"1379378","0","6"
"1379821","0","5"
"1380682","0","1424876831243"
"1380705","0","1"
"1380705","1","2"
"1380705","2","3"
"1380705","3","4"
"1380705","4","5"
"1380748","0","1424876831252"
"1380748","1","1424876831253"
"1380748","2","1424876831254"
"1380748","3","1424876831255"
"1476021","0","1"
"1599600","0","3"
"1599600","1","4"
"1599600","2","5"
"1599600","3","6"
"1599600","4","7"
"1599600","5","8"
"1599601","0","3"
"1599601","1","5"
"1599601","2","4"
"1599601","3","2"
"1599604","0","3"
"1599604","1","6"
"1599609","0","1"
"1599612","0","4"
"1599612","1","1"
"1599612","2","2"
"1599619","0","3"
"1599629","0","2"
"1599853","0","2"
"1599861","0","1"
"1599861","1","2"
"1599861","2","3"
"1599861","3","4"
"1599874","0","2"
"1599874","1","4"
"1599887","0","2"
"1599887","1","3"
"1599887","2","4"
"1599887","3","5"
"1599887","4","6"
"1624306","0","2"
"1624331","0","1"
"1624437","0","1"
"1624517","0","2"
"1624519","0","1"
"1624521","0","2"
"1624527","0","1"
"1624531","0","1"
"1624532","0","3"
"1624534","0","2"
"1624543","0","2"
"1624552","0","2"
"1637992","0","1"
"1637992","1","3"
"1638297","0","2"
"1638299","0","3"
"1638360","0","2"
"1638363","0","1"
"1741920","0","1"
"1742000","0","2"
"1790180","0","4"
"1806158","0","3"
"1806272","0","3"
"1806323","0","2"
"1806328","0","3"
"1806403","0","1"
"1806405","0","1"
"1806408","0","1"
"1806468","0","3"
"1806468","1","1"
"1806468","2","2"
"1806480","0","3"
"1806831","0","1"
"1806865","0","1"
"1822937","0","1"
"1822937","1","2"
"1822937","2","3"
"1822937","3","5"
"1822939","0","3"
"1822949","0","3"
"1823507","0","1"
"1852221","0","1"
"2099281","0","1"
"2099462","0","1"
"2102252","0","3"
"2102252","1","4"
"2102259","0","3"
"2102276","0","3"
"2103096","0","1"
"2103096","1","2"
"2103096","2","3"
"2103096","3","4"
"2104199","0","6"
"2104221","0","1"
"2104221","1","2"
"2104221","2","4"
"2104261","0","2"
"2104261","1","3"
"2104261","2","4"
"2104261","3","5"
"2104261","4","6"
"2104293","0","1"
"2104293","1","2"
"2104293","2","3"
"2104293","3","4"
"2104293","4","5"
"2104311","0","3"
"2104311","1","5"
"2104311","2","6"
"2105258","0","1"
"2105258","1","2"
"2105258","2","5"
"2105258","3","24"
"2105261","0","2"
"2106034","0","1"
"2106034","1","2"
"2106034","2","3"
"2106034","3","4"
"2106056","0","1"
"2106056","1","1"
"2193141","0","1"
"2193141","1","2"
"2193141","2","3"
"2193141","3","4"
"2193141","4","5"
"2193156","0","1"
"2193156","1","2"
"2193157","0","1"
"2193157","1","2"
"2193157","2","3"
"2193161","0","13"
"2193162","0","1424273641517"
"2193166","0","1"
"2193166","1","13"
"2193166","2","1424273641520"
"2193167","0","2"
"2193180","0","1"
"2193180","1","1424273641519"
"2193180","2","1424273641520"
"2193180","3","1424273641521"
"2193180","4","1424273641522"
"2193753","0","1"
"2193753","1","4"
"2193753","2","5"
"2193753","3","6"
"2193755","0","1"
"2193755","1","2"
"2193755","2","3"
"2193755","3","4"
"2193755","4","5"
"2193755","5","6"
"2193936","0","1"
"2367957","0","1435982997291"
"2368058","0","1435982997289"
"2368089","0","1435982997295"
"2368089","1","1435982997296"
"2368089","2","1435982997297"
"2368099","0","1435982997293"
"2368099","1","1435982997292"
"2368099","2","1435982997294"
"2368099","3","1435982997295"
"2368099","4","1435982997296"
"2368102","0","1435982997292"
"2368102","1","1435982997293"
"2368102","2","1435982997294"
"2368102","3","1435982997295"
"2368106","0","1435982997294"
"2368221","0","1435717037231"
"2368221","1","1435717037232"
"2368221","2","1435717037233"
"2368221","3","1435717037234"
"2368287","0","6"
"2368293","0","1"
"2368293","1","2"
"2368293","2","3"
"2368293","3","4"
"2368293","4","5"
"2368493","0","1"
"2368616","0","2"
"2368641","0","1"
"2368656","0","3"
"2368656","1","6"
"2368656","2","7"
"2368660","0","2"
"2368665","0","1"
"2368675","0","2"
"2368737","0","2"
"2368833","0","8"
"2368849","0","1"
"2368849","1","6"
"2368850","0","4"
"2368981","0","1"
"2444146","0","1"
"2444174","0","2"
"2444183","0","1"
"2444263","0","3"
"2444329","0","3"
"2444329","1","4"
"2537516","0","2"
"589185","0","1"
"589195","0","2"
"589289","0","1"
"589290","0","1"
"2589526","0","1"
"2589526","1","2"
"2589526","2","5"
"2589526","3","24"
"2589529","0","2"
"2590005","0","1"
"2590005","1","2"
